Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID
"Alamdarlo, Mohsen Najafi",57202450893,3,"Engineering
Physics and Astronomy
",
"Akbar Ranjbar, Ali",57193645943,1,"Engineering
Energy
",
"Kalantari, E.",57214283235,2,"Physics and Astronomy
Engineering
Materials Science
Computer Science
",
"Rostamani, M.",57352150000,1,"Physics and Astronomy
Chemical Engineering
",
"Matinfar, Ali",57208526824,1,"Energy
Environmental Science
Chemistry
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
",
"Gholamian, Asghar S.",34881795400,3,"Engineering
Energy
Computer Science
",
"Jamshidpour, Sadegh",57195983337,2,"Computer Science
Engineering
Mathematics
",
"Asgari, Setareh",56324657800,1,"Chemistry
Biochemistry, Genetics and Molecular Biology
",
"Simaafrookhteh, Sepehr",57201431237,4,"Energy
Materials Science
Physics and Astronomy
Chemistry
",0000-0003-2000-1361
"Hassanzadeh, M. R.",57209961392,1,"Multidisciplinary
",
"Taheri, Seyed Mohamad",36554873700,2,"Engineering
Physics and Astronomy
Mathematics
Computer Science
",
"Adabi, Jafar",24775256400,68,"Engineering
Energy
Computer Science
Physics and Astronomy
Mathematics
Environmental Science
Materials Science
Decision Sciences
Chemical Engineering
Social Sciences
",
"Gholami, Elahe",57189493740,2,"Computer Science
",
"Yahyanezhad, Neda",57351288800,1,"Environmental Science
",
"Shekholeslami, Mohsen",55364373600,1,"Multidisciplinary
",
"Kazemian, M.",57226420702,2,"Mathematics
Engineering
Materials Science
",
"Nateghi Babagi, Parvaneh",57195239887,2,"Engineering
Physics and Astronomy
",0000-0003-2373-3752
"Yasoobi, M.",56152511000,1,"Engineering
",
"Bakhshandeh-Chamazkoti, Rohollah",26430501200,14,"Mathematics
Physics and Astronomy
Engineering
",
"Rahmani, Zahra",24332984500,58,"Engineering
Mathematics
Computer Science
Physics and Astronomy
Environmental Science
Energy
Chemical Engineering
Economics, Econometrics and Finance
Medicine
Chemistry
Earth and Planetary Sciences
Business, Management and Accounting
Multidisciplinary
Neuroscience
Materials Science
Social Sciences
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
",0000-0003-3342-2413
"Mohammadnejad, Mohsen",57212240655,3,"Materials Science
Engineering
Chemistry
",
"Ghoreshi, A.",54986006200,1,"Energy
",
"Yadollahpour, Arezoo",26654548700,1,"Multidisciplinary
",
"Abdolmalki, Aliyeh Yousefi",51863187200,1,"Chemistry
",
"Ashouri, Mehdi",57213737202,3,"Engineering
Mathematics
Chemical Engineering
Energy
",
"Irannejad, M.",37080877100,1,"Engineering
",
"Rivaz, Sanaz",55260647500,7,"Computer Science
Mathematics
Decision Sciences
Business, Management and Accounting
Engineering
",
"Ghazalian, Reza",36241609700,10,"Computer Science
Engineering
Physics and Astronomy
Mathematics
Decision Sciences
",
"Tahani, Abdolhossein",6603581222,6,"Engineering
Energy
Computer Science
Physics and Astronomy
Mathematics
",
"Qajarjazi, A.",47861400700,1,"Engineering
Physics and Astronomy
",
"Javanfar, Amirhossein",56736882300,2,"Engineering
Computer Science
",
"Kheradmandi, Narges",57201383043,1,"Engineering
Materials Science
",
"Amiri, Mohammad Sefidgarnia",57194008804,1,"Computer Science
",
"Lari, Ali",57196517352,7,"Engineering
Mathematics
Computer Science
Physics and Astronomy
",
"Samadi, Sattar",55603266300,2,"Computer Science
",
"Ramezanzadeh, Hesam",57194178999,2,"Physics and Astronomy
Engineering
Chemistry
Energy
",
"Mobini, Majid",57195069895,8,"Computer Science
Engineering
Decision Sciences
Business, Management and Accounting
",
"Masouleh, Niloufar S Ghavami",56312797300,1,"Engineering
Chemistry
Chemical Engineering
",
"Yazdi, H.",57219202697,1,"Engineering
",
"Bayee, P.",57219193686,1,"Engineering
",
"Anisi, Maedeh",57219467469,1,"Environmental Science
",
"Mousavi, Hamed",56251812500,2,"Environmental Science
Computer Science
",
"Dastres, Hossein",57215435464,2,"Engineering
Energy
Computer Science
Mathematics
Neuroscience
",
"Khorram, Samaneh",57212151973,1,"Multidisciplinary
",
"Yazdani, Sina",57221587467,1,"Engineering
Materials Science
",
"Miar-Naimi, Hossein",35100763500,84,"Computer Science
Engineering
Materials Science
Mathematics
Social Sciences
Physics and Astronomy
Multidisciplinary
Chemical Engineering
Chemistry
",
"Momeni Larimi, Morsal",57190618816,1,"Engineering
Medicine
",
"Torbatinezhad, A.",57224980694,1,"Engineering
Physics and Astronomy
Chemical Engineering
",
"Roshan, Naim",55768695800,1,"Multidisciplinary
",
"Hadian, Hamidreza",57196000115,1,"Engineering
Computer Science
",
"Toobi, Foroogh",36631077500,1,"Environmental Science
",
"Houshyar, Meraj",57210733310,3,"Materials Science
Multidisciplinary
",
"Milad Kazemi Sangdehi, Seyed",57223227355,1,"Engineering
Energy
",
"Addeh, Abdoljalil",57212685214,7,"Computer Science
Engineering
Decision Sciences
Physics and Astronomy
Materials Science
Mathematics
",
"Alipoure, M.",57191413554,1,"Physics and Astronomy
",
"Mohammad, Hassan Ghasemi",37077752200,1,"Mathematics
Engineering
",
"Hosseini Molla, Seyyed Javad",57208132548,1,"Engineering
Energy
Computer Science
",
"Ebrazeh, Sh",57218498984,1,"Chemical Engineering
",
"Motiee, Mehran",55069339500,8,"Mathematics
Arts and Humanities
Social Sciences
",
"Pourmehran, O.",57224701126,2,"Engineering
",
"Nori, Amin",57218105297,1,"Engineering
Chemical Engineering
",
"Saberhosseini, Seyyedeh Shirin",57223174581,7,"Engineering
Computer Science
Mathematics
Physics and Astronomy
Energy
Materials Science
",
"Pasha Zanous, Sina",56707350800,1,"Engineering
Medicine
",
"Alimoradi, Mahsa",57190511587,1,"Chemical Engineering
Biochemistry, Genetics and Molecular Biology
",
"Ganji, Davood Domiri",56087496700,872,"Engineering
Physics and Astronomy
Mathematics
Chemical Engineering
Materials Science
Chemistry
Energy
Computer Science
Multidisciplinary
Environmental Science
Earth and Planetary Sciences
Biochemistry, Genetics and Molecular Biology
Medicine
Agricultural and Biological Sciences
Economics, Econometrics and Finance
Decision Sciences
Immunology and Microbiology
",0000-0002-4293-5993
"Omrani, Kosar",57218366904,1,"Decision Sciences
Engineering
Business, Management and Accounting
",
"Nouri, Parisa",57212103837,1,"Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Environmental Science
",
"Rostami, Ahmadreza",57203715144,3,"Engineering
Business, Management and Accounting
Computer Science
Physics and Astronomy
Materials Science
Chemistry
",
"Davoodi, M.",55387582000,2,"Physics and Astronomy
",
"BarehKheil, Nima Asghari",57217211921,1,"Engineering
",
"Erami, Fateme Ebrahimi",57211554295,1,"Mathematics
",
"Ganji Rad, Reza",57209054148,1,"Engineering
",
"Naimi, B. H.M.",55936483700,1,"Engineering
",
"Fouladi, M.",57210351050,1,"Physics and Astronomy
",
"Yarmohammadi, Sina",54685579300,6,"Engineering
Chemical Engineering
Energy
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Environmental Science
Chemistry
",
"Bakuei, Najmeh",56856753600,1,"Chemical Engineering
Chemistry
",
"Mirzababayi, N.",56595135900,1,"Medicine
Physics and Astronomy
Health Professions
Biochemistry, Genetics and Molecular Biology
",
"Motevalian, S.",57201295475,1,"Earth and Planetary Sciences
Agricultural and Biological Sciences
Engineering
",
"Naimi, M. H.",57197458915,1,"Engineering
Materials Science
",
"Abdous, Farzad",24779245700,4,"Engineering
Mathematics
",
"Aminzadeh, Mohammad",57221459394,1,"Environmental Science
Immunology and Microbiology
Medicine
",
"Seraj, Khatoon",57204711221,1,"Chemistry
",
"Gil, Milad",57194722020,3,"Engineering
Energy
",0000-0002-8504-4138
"Afrasiab, M.",56578502200,1,"Energy
",
"Pouriani, Sepideh",57210744469,1,"Engineering
Business, Management and Accounting
Energy
Environmental Science
",
"Khodadadian, Maryam",37053766700,1,"Energy
Chemical Engineering
",
"Moslemi, Abdollah",57188680038,4,"Engineering
Mathematics
Physics and Astronomy
Materials Science
",
"Jabari Seresht, Razieh",25961164100,7,"Materials Science
Physics and Astronomy
Engineering
Chemical Engineering
Chemistry
Biochemistry, Genetics and Molecular Biology
Computer Science
",
"Jafari, Hamid",57219310915,2,"Engineering
Computer Science
",
"Rayatpanah Ghadikolaei, Mostafa",56946836100,1,"Computer Science
",
"Deilam Salehi, Mohamad Mahdi",56026772700,1,"Computer Science
Materials Science
",
"Mozafari, Seiedeh Ashraf",36128814700,1,"Materials Science
Chemistry
Business, Management and Accounting
Chemical Engineering
",
"Abdoos, Ali Akbar",35723895000,39,"Engineering
Energy
Computer Science
Mathematics
Social Sciences
Neuroscience
Economics, Econometrics and Finance
Decision Sciences
Physics and Astronomy
Business, Management and Accounting
",
"Afsharpanah, Farhad",57201720656,5,"Chemical Engineering
Physics and Astronomy
Engineering
Earth and Planetary Sciences
Energy
Materials Science
Environmental Science
",
"Ghasemi, Hossein",57188692007,2,"Computer Science
Engineering
",
"Tavassoli Larijani, H.",56951255400,2,"Chemistry
Multidisciplinary
Chemical Engineering
",
"Fathi, Morteza",24485400300,7,"Energy
Engineering
Environmental Science
Chemistry
Physics and Astronomy
Chemical Engineering
",0000-0001-6194-0926
"Mansoori, Saeed",57196223551,2,"Energy
Engineering
Materials Science
Earth and Planetary Sciences
Chemical Engineering
Chemistry
",
"Nikoo, Seied Yasser",57195394041,2,"Engineering
Mathematics
Chemical Engineering
Computer Science
",
"Kiani, Mahdi",55303506500,7,"Engineering
Earth and Planetary Sciences
",0000-0001-5356-8896
"Ahamad, Ahmad Ale",56081331700,1,"Engineering
Energy
",
"Farahi, Amirhossein",56257624300,3,"Engineering
Environmental Science
Materials Science
",
"Bakhshi-Jooybari, M.",55975476200,88,"Engineering
Materials Science
Computer Science
Physics and Astronomy
Chemistry
Mathematics
Earth and Planetary Sciences
Multidisciplinary
Chemical Engineering
Agricultural and Biological Sciences
",0000-0002-8164-5438
"Asadollahfardi, Rashin",55581481300,5,"Environmental Science
Engineering
Materials Science
Medicine
",
"Abedi, Arash",28067478500,5,"Engineering
Environmental Science
Earth and Planetary Sciences
Mathematics
Energy
Materials Science
Multidisciplinary
Agricultural and Biological Sciences
Computer Science
",
"Ebrahimi, A.",57193418959,1,"Engineering
Physics and Astronomy
Materials Science
Chemistry
Computer Science
",
"Darvishi, Saeed",57224642708,1,"Engineering
Mathematics
Biochemistry, Genetics and Molecular Biology
",
"Beigzadehnoe, Barmak",57219663703,1,"Engineering
",
"Goudarzi, Ali Moazemi",24821227900,29,"Engineering
Materials Science
Physics and Astronomy
Mathematics
Computer Science
Energy
Multidisciplinary
Environmental Science
Medicine
Chemical Engineering
Agricultural and Biological Sciences
Chemistry
",
"Rabiee, Mahmood",56026381300,1,"Multidisciplinary
",
"Mousavi Ajarostaghi, Seyed Soheil",57201914259,54,"Engineering
Energy
Physics and Astronomy
Chemical Engineering
Chemistry
Environmental Science
Materials Science
Earth and Planetary Sciences
Computer Science
Mathematics
Social Sciences
",0000-0003-3813-4947
"Khatami, Alireza",57223292415,1,"Engineering
Physics and Astronomy
",
"Khalaj, A.",56434103600,1,"Engineering
Computer Science
",
"Shooshpashaa, I.",56011176200,1,"Engineering
",
"Ghasemian, Mehran",57204618026,3,"Physics and Astronomy
Chemistry
Engineering
",
"Golami-Esfidvajani, M.",57074033300,1,"Energy
",
"Miremadeddin, Reza",55621182400,1,"Engineering
",
"Sadeghi, Adel",57204027850,2,"Engineering
",
"Ebrahimzade, Ata",39361453500,4,"Computer Science
Engineering
",
"Mohammadi, Maryam R.",57195400236,8,"Materials Science
Engineering
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Chemistry
Earth and Planetary Sciences
",
"Najimi, Maryam",57217768364,2,"Mathematics
Physics and Astronomy
Earth and Planetary Sciences
Agricultural and Biological Sciences
Chemistry
",
"Khosravi Ghasemi, Amirmohammad",57214822841,2,"Engineering
Physics and Astronomy
Materials Science
",
"Hasan Ghasemi, Mohammad",57188699457,2,"Engineering
Computer Science
Energy
",
"Moshtaghi, S.",57200969308,1,"Engineering
",
"Eisazadeh, Hossein",6603168399,78,"Materials Science
Chemistry
Engineering
Chemical Engineering
Physics and Astronomy
Business, Management and Accounting
Environmental Science
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Earth and Planetary Sciences
Immunology and Microbiology
Multidisciplinary
Computer Science
",
"Kiadehi, Asieh Dehghani",39762132200,4,"Materials Science
Chemical Engineering
Chemistry
Physics and Astronomy
Engineering
Energy
",
"Mahmoudi, Zohreh",56734402800,2,"Engineering
Mathematics
Computer Science
",
"Fakhari, Amir Hossein",57213071756,2,"Energy
Physics and Astronomy
Earth and Planetary Sciences
Engineering
Chemistry
",
"Raoof, Freshteh",24172746600,3,"Chemical Engineering
Energy
Chemistry
",
"Sadeghpour, Maedeh",35339983400,2,"Chemical Engineering
",
"Yousefi, Fereshteh",57204567818,2,"Energy
Engineering
Chemical Engineering
Environmental Science
",
"Sefiddashti, Ali Rafiei",57286561900,1,"Energy
Environmental Science
Social Sciences
",
"Volukola, Abdolhamid Gorji",57188548012,2,"Engineering
Computer Science
",
"Rudi, Ali Gholami",55443930600,14,"Mathematics
Computer Science
Engineering
Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
Materials Science
",
"Hosseini, Seyedehgolshan",56113031500,2,"Environmental Science
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Chemistry
",
Behnaz Ranjkesh,57221983815,1,"Chemistry
Materials Science
",
"Pashaie, Mohammad Hadi",57221867083,1,"Mathematics
",
"Ghasabkolaei, Navid",57189051368,2,"Engineering
Physics and Astronomy
",
"Baseri, Hamid",24447806800,52,"Engineering
Computer Science
Materials Science
Energy
Mathematics
Decision Sciences
Physics and Astronomy
Business, Management and Accounting
Chemistry
Neuroscience
",
"Izanlo, Ali",57191227009,7,"Engineering
Energy
Mathematics
Chemical Engineering
Computer Science
",
"Talaee, Behnam",35178713300,6,"Mathematics
Engineering
Computer Science
Earth and Planetary Sciences
Decision Sciences
Physics and Astronomy
Multidisciplinary
Agricultural and Biological Sciences
Chemistry
",
"Al-Gayyim, Huda R.M.",57216410226,2,"Engineering
Energy
Chemical Engineering
Computer Science
",
"Ghorbani, Monire",57224930326,1,"Multidisciplinary
",
"Mojarab, M. M.",57208563857,1,"Mathematics
",
"Habibi, Hamidreza",24476247300,1,"Engineering
",
"Gorji, Hamid",57224539941,4,"Engineering
Computer Science
Materials Science
Physics and Astronomy
",
"Mehri-Dehnavi, Hossein",24758882400,17,"Mathematics
Physics and Astronomy
Computer Science
Engineering
Materials Science
Pharmacology, Toxicology and Pharmaceutics
Neuroscience
",
"Mohammadpour, Meghdad",57189386165,1,"Chemistry
Chemical Engineering
",
"Hosseinipour, J. S.",50261791900,1,"Physics and Astronomy
",
"Omidi, Marzieh",57240654900,1,"Chemistry
Chemical Engineering
",
"Shrime, Ataollah Ebrahimzadeh",56098397200,1,"Engineering
Computer Science
",
"Shafizadeh, Fatemeh",57208594598,2,"Engineering
Environmental Science
Energy
Chemical Engineering
",
"Mansouri, Daryoosh",57223127376,1,"Physics and Astronomy
Mathematics
Engineering
",
"Noori, F.",57212237892,4,"Engineering
Energy
Physics and Astronomy
",0000-0001-5674-6213
"Chamazcoti, Saeideh Alinezhad",56038462300,10,"Computer Science
Engineering
Mathematics
Social Sciences
",
"Qoreyshi, Ali Asqar",57188855753,2,"Materials Science
Chemical Engineering
Environmental Science
",
"Kordkheili, Masoud Sheikhi",38662928400,2,"Engineering
Environmental Science
",
"Asgari, M.",57225466405,1,"Engineering
Chemical Engineering
",
"Hosseini, Morteza",56180113900,42,"Environmental Science
Chemical Engineering
Engineering
Biochemistry, Genetics and Molecular Biology
Chemistry
Materials Science
Immunology and Microbiology
Physics and Astronomy
Medicine
Psychology
Agricultural and Biological Sciences
Social Sciences
Multidisciplinary
",
"Ghasemi, Milad",57211011396,3,"Physics and Astronomy
Energy
Chemical Engineering
Computer Science
Materials Science
Engineering
Mathematics
Chemistry
",
"Hosseini-Farrash, S. H.",37020180500,1,"Physics and Astronomy
",
"Torabi, Mohammad Reza",57226367584,1,"Energy
",
"Rahmani, Mohsen",57194535076,2,"Chemistry
Chemical Engineering
Engineering
",
"Dadgar, A.",57224501765,1,"Engineering
",0000-0003-3638-2752
"Rami, Mohammad Darzinezhad",57208760548,3,"Physics and Astronomy
Materials Science
Engineering
Chemistry
Chemical Engineering
",
"Seyfi, Meysam",57195454076,1,"Chemical Engineering
Chemistry
",
"Delavar, I. Nouri",57211350474,1,"Engineering
",
"Esfandian, Fatemeh",57188858854,3,"Chemical Engineering
Materials Science
Chemistry
Environmental Science
",
"Rahimi Takami, Mehdi",56674537300,6,"Energy
Engineering
Materials Science
Chemical Engineering
Computer Science
Physics and Astronomy
Chemistry
",
"Amini, Pedram Fardad",56112888300,1,"Engineering
Earth and Planetary Sciences
",
"Firouzjaei, Fariba Abedi",57217090460,1,"Pharmacology, Toxicology and Pharmaceutics
Chemistry
",
"Farrokhi, Hamta",57209574906,1,"Pharmacology, Toxicology and Pharmaceutics
Neuroscience
",
"Golafshani, Kamran Babapour",57208865604,1,"Engineering
Physics and Astronomy
Materials Science
",
"Khorrami, V.",57201648730,1,"Physics and Astronomy
",
"Fallah, N. A.",6602802001,36,"Engineering
Mathematics
Computer Science
Materials Science
Physics and Astronomy
Chemistry
Environmental Science
Earth and Planetary Sciences
Multidisciplinary
",
"Jafarkolaei, Gholamreza Bakeri",57218895782,1,"Materials Science
Chemistry
",
"Keshvarparast, Adele",57215592256,1,"Engineering
Energy
",
"Samadi, Mohamadreza",57209340436,1,"Computer Science
Engineering
Energy
",
"Ahifar, Azadeh",57200374595,3,"Engineering
Mathematics
Computer Science
",
"Eshaghtabar, H.",57209959947,1,"Multidisciplinary
",
"Esmaeelpour, Keyvan",57189708714,1,"Engineering
",
"Momeni, Morsal",57225695659,1,"Engineering
",
"Farhadi, Mousa",23097040600,142,"Engineering
Physics and Astronomy
Energy
Chemical Engineering
Mathematics
Materials Science
Chemistry
Computer Science
Environmental Science
Earth and Planetary Sciences
",
"Kholghi, Nayyereh",57220121937,1,"Physics and Astronomy
Chemistry
Chemical Engineering
",
"Khosrojerdi, Ehsan",56536951500,3,"Engineering
Computer Science
Energy
Business, Management and Accounting
Materials Science
Environmental Science
",0000-0002-8537-2393
"Ranjbar, Ali Akbar",15066122700,118,"Engineering
Energy
Physics and Astronomy
Chemical Engineering
Materials Science
Mathematics
Chemistry
Environmental Science
Computer Science
Medicine
Biochemistry, Genetics and Molecular Biology
Social Sciences
Business, Management and Accounting
",
"Hedayati, Hossein",34876825000,28,"Mathematics
Computer Science
Engineering
Physics and Astronomy
Decision Sciences
Earth and Planetary Sciences
Agricultural and Biological Sciences
Chemistry
",
"Kazemi Rad, Mohammad",57226709546,1,"Computer Science
Mathematics
Engineering
Decision Sciences
",
"Fatemi, N. H.",55640382000,1,"Multidisciplinary
",
"Siahmargoei, Mohammad Hassan",57202136917,1,"Engineering
Computer Science
",
"Afroozi, H. Hassanzade",55251746000,1,"Physics and Astronomy
Chemical Engineering
",
"Mohammadpour, Elham",57194042751,1,"Engineering
",
"Sharifmoghadam, Mahboobe",57204900395,2,"Physics and Astronomy
Medicine
Computer Science
Energy
Engineering
Decision Sciences
",
"Tarsi, Iman Khonakdar",36550773500,1,"Engineering
Energy
",
"Ahmadimanesh, Fatemeh",57209316349,2,"Mathematics
Business, Management and Accounting
Social Sciences
Computer Science
",
"Morshedsolouk, Fattaneh",50262604200,3,"Engineering
Materials Science
Mathematics
",
"Shoeibi, Nastaran",57209747677,2,"Computer Science
Engineering
",
"Kalaki, Z.",57216548872,1,"Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Pharmacology, Toxicology and Pharmaceutics
",
"Soleimani, Samaneh",57214369194,1,"Engineering
",
"Amiri, Aryan Jafarian",57200044818,4,"Engineering
Chemical Engineering
Mathematics
Medicine
Computer Science
",
"Foroozesh, Elham",57217185772,1,"Environmental Science
",
"Nayeri, Sina",57202726220,14,"Computer Science
Environmental Science
Engineering
Decision Sciences
Mathematics
Business, Management and Accounting
Earth and Planetary Sciences
Physics and Astronomy
Materials Science
Energy
Chemical Engineering
",
"Ganjian, Etesam",57189363487,6,"Environmental Science
Chemistry
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Computer Science
",
"Batebi, Danial",57216222312,2,"Energy
Physics and Astronomy
Chemical Engineering
Engineering
Chemistry
",
"Khan Mohammadi, L.",37117008200,1,"Engineering
",
"Rostami, Saman",57204794419,1,"Agricultural and Biological Sciences
Earth and Planetary Sciences
Environmental Science
",
"Akou, Hossein",55694145900,17,"Physics and Astronomy
Engineering
Materials Science
",0000-0003-1433-5277
"Rahmani, Yousef",55617300600,7,"Mathematics
Engineering
Physics and Astronomy
Energy
",
"Khoshhal Salestan, Saeed",55786427700,9,"Chemical Engineering
Chemistry
Environmental Science
Energy
Computer Science
Materials Science
Biochemistry, Genetics and Molecular Biology
Engineering
",0000-0001-6426-8389
"Aghaee, M.",57221154840,1,"Energy
Physics and Astronomy
",
"Jazayeriy, Hamid",25825038100,18,"Computer Science
Engineering
Medicine
Decision Sciences
Energy
Physics and Astronomy
Mathematics
Social Sciences
Biochemistry, Genetics and Molecular Biology
Business, Management and Accounting
Chemical Engineering
Agricultural and Biological Sciences
",0000-0002-1515-8957
"Gorjiinst, M.",36699727400,1,"Energy
Chemical Engineering
",
"Koutenaei, Reza Younesi",57207361341,1,"Engineering
Environmental Science
",
"Kandelousi, Peyman Sheikholeslami",57205204630,1,"Materials Science
Chemical Engineering
",
"Ejabati, Seyed Mehdi",57202866523,5,"Mathematics
Engineering
Computer Science
",
"Ghanaat, A.",57191263516,1,"Engineering
Physics and Astronomy
Materials Science
",
"Ghoreyshi, Ali Asghar",6506124978,105,"Chemical Engineering
Environmental Science
Energy
Engineering
Chemistry
Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
Materials Science
Immunology and Microbiology
Agricultural and Biological Sciences
Multidisciplinary
Computer Science
Pharmacology, Toxicology and Pharmaceutics
",
"Shirmohammadli, Farzaneh",57222293810,1,"Immunology and Microbiology
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Chemistry
",
"Vatani, Mahshid",55921621600,9,"Engineering
Physics and Astronomy
Materials Science
Chemical Engineering
Chemistry
Energy
",
"Nesheli, P. Esmaeiltabar",55629332800,1,"Engineering
",
"Ghaferi, Maryam",57217934867,1,"Engineering
Computer Science
",
"Sakhaei, Sayed Mahmoud",24759708000,15,"Engineering
Computer Science
Physics and Astronomy
Medicine
Agricultural and Biological Sciences
Health Professions
Energy
Earth and Planetary Sciences
Environmental Science
Mathematics
Materials Science
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
",
"Abolhasani, Amirmohamad",57217676746,4,"Engineering
Materials Science
Physics and Astronomy
Mathematics
",0000-0003-4848-0050
"Shamsian, Seyede Elham",56898887900,3,"Medicine
Engineering
",
"Moosavi, A. K.",57196693936,2,"Engineering
Mathematics
",
"Hossinipour, Seyed Jamal",55753011000,1,"Engineering
Physics and Astronomy
Mathematics
Computer Science
",
"Rasekhi, Jalil",26421293000,11,"Computer Science
Engineering
Medicine
Neuroscience
Earth and Planetary Sciences
Mathematics
Health Professions
Materials Science
Chemical Engineering
Agricultural and Biological Sciences
",
"Rahimifar, A.",56442623400,2,"Engineering
Chemical Engineering
",
"Behsaz, H.",55216299500,2,"Environmental Science
Materials Science
Engineering
Physics and Astronomy
",
"Heydarzade, Hamid D.",55235099300,3,"Chemical Engineering
Chemistry
",
"Roshandel, A.",56152523800,1,"Engineering
",
"Ezzati, M.",55804367600,7,"Engineering
Materials Science
Physics and Astronomy
Energy
Environmental Science
Chemical Engineering
Agricultural and Biological Sciences
Decision Sciences
",
"Azmoodeh, Mohammad",57203884300,3,"Social Sciences
Environmental Science
Agricultural and Biological Sciences
Engineering
",0000-0003-4868-4627
"Asadi, Pariya",57210324294,3,"Environmental Science
Physics and Astronomy
Materials Science
Immunology and Microbiology
Earth and Planetary Sciences
Chemical Engineering
Engineering
Medicine
",
"Yaghoobi, Amirreza",36680691200,4,"Engineering
Materials Science
Computer Science
",
"Shikholeslami, Mohsen",55993033900,2,"Engineering
Physics and Astronomy
Materials Science
Energy
Environmental Science
",
"Ajoudani, M.",57218894401,1,"Engineering
",
"Shooshpasha, E.",36350094400,2,"Earth and Planetary Sciences
Environmental Science
",
"Nazarpour, Hadi",57211536027,6,"Engineering
Materials Science
Physics and Astronomy
Mathematics
",
"Farsani, Sajjad Riahi",57220153567,2,"Engineering
Materials Science
Environmental Science
",
"Al-Musaedi, S.",57226459719,1,"Engineering
Chemical Engineering
",
"Derakhshan, Reza",57225886237,5,"Engineering
Chemistry
Physics and Astronomy
Materials Science
Chemical Engineering
Energy
Environmental Science
Computer Science
",
"Fazaeli, Saleh",57193868956,1,"Energy
",
"Alijani-Ardeshir, Mehdi",37088246300,2,"Engineering
",
"Hassani Nejad-Darzi, Seyed Karim",35317217000,3,"Physics and Astronomy
Engineering
Materials Science
Chemistry
",
"Fooladi, F.",36182445800,2,"Energy
",
"Ghanami, Soheil",57211459415,1,"Physics and Astronomy
Chemistry
",
"Bahreini, Mohammad",56809181400,3,"Engineering
Physics and Astronomy
Energy
Materials Science
Environmental Science
",
"Mahbobifar, M.",35737256900,1,"Chemistry
Chemical Engineering
",
"Miyar Naimi, Hosein",56027089200,1,"Computer Science
Materials Science
",
"Ahmadi, Qmars Yahyazadeh",26656537200,3,"Engineering
Materials Science
Multidisciplinary
",
"Alaraji, A.",57272631500,1,"Engineering
Chemical Engineering
",
"Maddah, M.",57021394500,1,"Engineering
Materials Science
",
"Akhlaghi, Neda",57218226238,7,"Chemical Engineering
Engineering
Energy
Materials Science
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Immunology and Microbiology
Physics and Astronomy
Chemistry
",
"Kazemi, Maryamossadat",57225314771,5,"Environmental Science
Materials Science
Chemical Engineering
Engineering
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Chemistry
",
"Mohsen, Shakeri",37020658000,1,"Physics and Astronomy
",
"Ali, Aghagolzadeh",57200192146,1,"Engineering
Materials Science
",
"Mousavinejad, Atiyeh",57218514212,1,"Engineering
Chemistry
Chemical Engineering
",
"Faramin, Mostafa",55847862600,4,"Engineering
Computer Science
Mathematics
Environmental Science
",0000-0003-2299-7860
"Geramifar, Hasan",57209370195,1,"Energy
",
"Yousefpour, Hossein",57190843609,14,"Engineering
Materials Science
Physics and Astronomy
Energy
Business, Management and Accounting
Environmental Science
Mathematics
",0000-0001-5454-6584
"Nikzadfar, Kamyar",43861576600,16,"Engineering
Energy
Environmental Science
Chemistry
Chemical Engineering
Physics and Astronomy
Mathematics
Materials Science
Computer Science
",0000-0003-1278-348X
"Asadollahi, Sina",56257447900,7,"Engineering
Materials Science
Physics and Astronomy
Mathematics
",
"Sajad, Kafashi",37020446600,1,"Physics and Astronomy
",
"Mohammadpour Mir, M.",57214826331,1,"Engineering
",
"Jalali, H.",54581023400,1,"Multidisciplinary
",
"Abedini-Ahangarkola, H.",57223028482,1,"Engineering
",
"Pakzad, Khashayar",57202535327,3,"Chemical Engineering
Physics and Astronomy
Engineering
Materials Science
Earth and Planetary Sciences
Energy
Environmental Science
",
"Salehiziri, Moslem",57202611070,6,"Environmental Science
Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Engineering
",
"Khajavi, Sakine",57202958668,2,"Engineering
Materials Science
",
"Nemati, Hasan",57212237803,12,"Engineering
Energy
Physics and Astronomy
Computer Science
Materials Science
Chemical Engineering
Chemistry
",
"Ruhanian, Shiva",56986593000,1,"Engineering
Agricultural and Biological Sciences
Chemical Engineering
",
